Transaction_ID,Date,Client_ID,Account_Number,Transaction_Type,Amount,Currency,Exchange_Rate,Amount_in_USD,Client_Sector,Client_Industry,Region,Country,City,Branch_Code,Transaction_Status,Employee_ID,Employee_Role,Risk_Score,Fraud_Flag,Approval_Status,Settlement_Date,Maturity_Date,Interest_Rate,Collateral_Type,Loan_Type,Purpose
1204,2026-04-18,1336,4603110,Payment,26323.26,JPY,0.6796,17889.29,SME,Healthcare,North America,Brazil,Sao Paulo,755,Completed,170,Manager,0.658,1,Pending,2026-04-19,2027-04-18,0.02,Stocks,Long-term,Business Expansion
1205,2026-04-19,2049,3276787,Withdrawal,690356.84,GBP,1.4596,1007644.84,SME,Technology,South America,Brazil,Tokyo,176,Completed,879,Associate,0.364,0,Approved,2026-04-20,2027-04-19,0.079,Bonds,Installment,Working Capital
1206,2026-04-20,3851,8690840,Payment,316785.21,EUR,0.8852,280418.27,Corporate,Healthcare,Asia,USA,Sao Paulo,577,Completed,670,Manager,0.702,0,Approved,2026-04-21,2027-04-20,0.093,Property,Short-term,Business Expansion
1207,2026-04-21,2280,7501553,Withdrawal,56685.11,JPY,0.8416,47706.19,Retail,Finance,Asia,USA,New York,920,Failed,537,Manager,0.683,1,Rejected,2026-04-22,2027-04-21,0.03,Bonds,Short-term,Equipment Purchase
1208,2026-04-22,3055,2274634,Deposit,610202.95,EUR,1.3746,838784.98,Corporate,Manufacturing,Asia,USA,Sao Paulo,539,Completed,143,Manager,0.093,1,Approved,2026-04-23,2027-04-22,0.093,Property,Short-term,Working Capital
1209,2026-04-23,1624,3755063,Deposit,241563.01,JPY,1.0639,256998.89,Corporate,Finance,Europe,USA,Tokyo,362,Failed,371,Manager,0.909,0,Pending,2026-04-24,2027-04-23,0.031,None,Short-term,Equipment Purchase
1210,2026-04-24,2890,2228807,Withdrawal,387420.43,EUR,1.0164,393774.13,SME,Finance,North America,Brazil,Tokyo,284,Pending,113,Associate,0.487,0,Approved,2026-04-25,2027-04-24,0.058,Stocks,Long-term,Business Expansion
1211,2026-04-25,2276,9511383,Withdrawal,81500.23,USD,1.227,100000.78,Retail,Technology,North America,USA,Sao Paulo,154,Failed,470,Manager,0.393,1,Pending,2026-04-26,2027-04-25,0.041,Stocks,Short-term,Working Capital
1212,2026-04-26,2715,6163515,Withdrawal,148016.09,JPY,1.0798,159827.77,Corporate,Healthcare,North America,Brazil,Sao Paulo,407,Completed,211,Director,0.955,1,Pending,2026-04-27,2027-04-26,0.02,Property,Revolving,Equipment Purchase
1213,2026-04-27,3766,8601748,Payment,298679.26,EUR,0.6625,197875.01,Retail,Manufacturing,South America,USA,New York,615,Failed,478,Director,0.438,1,Approved,2026-04-28,2027-04-27,0.015,None,Revolving,Business Expansion
1214,2026-04-28,1302,5463158,Withdrawal,90669.74,EUR,1.1742,106464.41,Retail,Manufacturing,Asia,Japan,New York,398,Completed,413,Associate,0.721,1,Approved,2026-04-29,2027-04-28,0.043,None,Short-term,Working Capital
1215,2026-04-29,1638,9803208,Deposit,910915.44,GBP,0.6335,577064.93,Corporate,Healthcare,North America,Japan,Tokyo,651,Pending,514,Manager,0.655,1,Approved,2026-04-30,2027-04-29,0.014,Stocks,Revolving,Equipment Purchase
1216,2026-04-30,1055,7181422,Deposit,7041.0,JPY,1.3059,9194.84,Retail,Technology,South America,USA,Berlin,329,Completed,839,Director,0.165,1,Approved,2026-05-01,2027-04-30,0.019,Stocks,Revolving,Business Expansion
1217,2026-05-01,1725,3269070,Transfer,484376.36,EUR,1.4897,721575.46,SME,Technology,North America,USA,Berlin,476,Completed,584,Analyst,0.991,1,Rejected,2026-05-02,2027-05-01,0.023,Bonds,Installment,Equipment Purchase
1218,2026-05-02,1525,5413359,Withdrawal,124124.21,GBP,0.8774,108906.58,SME,Technology,Europe,Germany,Berlin,385,Completed,268,Director,0.464,0,Approved,2026-05-03,2027-05-02,0.01,Property,Installment,Equipment Purchase
1219,2026-05-03,1473,8640167,Payment,308371.41,EUR,0.9448,291349.31,SME,Manufacturing,Asia,Japan,Berlin,237,Completed,987,Manager,0.395,0,Rejected,2026-05-04,2027-05-03,0.024,Stocks,Short-term,Equipment Purchase
1220,2026-05-04,1027,3831569,Payment,926133.5,JPY,0.5464,506039.34,SME,Technology,South America,Brazil,Tokyo,577,Completed,902,Director,0.92,1,Pending,2026-05-05,2027-05-04,0.062,None,Long-term,Debt Refinancing
1221,2026-05-05,3125,8322153,Payment,162532.86,USD,0.5137,83493.13,Retail,Technology,North America,Japan,Berlin,714,Completed,345,Analyst,0.529,0,Rejected,2026-05-06,2027-05-05,0.084,None,Long-term,Equipment Purchase
1222,2026-05-06,4287,3519507,Transfer,965866.49,JPY,1.4214,1372882.63,SME,Manufacturing,Asia,Brazil,Berlin,106,Pending,365,Director,0.705,0,Pending,2026-05-07,2027-05-06,0.027,Stocks,Installment,Working Capital
1223,2026-05-07,4457,2256715,Deposit,206588.58,JPY,0.6286,129861.58,Corporate,Manufacturing,South America,USA,Sao Paulo,775,Pending,948,Manager,0.846,1,Rejected,2026-05-08,2027-05-07,0.017,None,Installment,Business Expansion
1224,2026-05-08,1364,9468865,Payment,741824.54,EUR,0.9458,701617.65,SME,Finance,Asia,Japan,Berlin,518,Failed,342,Analyst,0.235,1,Rejected,2026-05-09,2027-05-08,0.076,Property,Long-term,Business Expansion
1225,2026-05-09,3713,2526534,Deposit,547130.59,EUR,1.3154,719695.58,Corporate,Manufacturing,Asia,Japan,Sao Paulo,571,Completed,769,Associate,0.169,1,Pending,2026-05-10,2027-05-09,0.011,None,Short-term,Debt Refinancing
1226,2026-05-10,1525,1824143,Transfer,884594.25,JPY,1.3893,1228966.79,Corporate,Healthcare,Europe,Germany,Tokyo,519,Failed,399,Analyst,0.069,0,Rejected,2026-05-11,2027-05-10,0.076,None,Long-term,Debt Refinancing
1227,2026-05-11,3746,8346562,Withdrawal,554439.26,GBP,1.0194,565195.38,SME,Manufacturing,Asia,Germany,Sao Paulo,976,Pending,426,Director,0.897,1,Pending,2026-05-12,2027-05-11,0.022,Stocks,Long-term,Debt Refinancing
1228,2026-05-12,2335,4802986,Withdrawal,535024.66,GBP,1.065,569801.26,SME,Manufacturing,South America,Japan,New York,375,Pending,629,Associate,0.2,1,Approved,2026-05-13,2027-05-12,0.031,Property,Revolving,Equipment Purchase
1229,2026-05-13,1882,1371616,Withdrawal,196262.54,GBP,1.1697,229568.29,Retail,Technology,Asia,Japan,Sao Paulo,660,Completed,694,Analyst,0.308,0,Pending,2026-05-14,2027-05-13,0.021,Property,Long-term,Equipment Purchase
1230,2026-05-14,2030,2960155,Payment,167063.13,EUR,1.4614,244146.06,Corporate,Finance,South America,Japan,Berlin,707,Completed,946,Analyst,0.286,1,Rejected,2026-05-15,2027-05-14,0.032,Bonds,Installment,Working Capital
1231,2026-05-15,2026,3710527,Withdrawal,916572.66,EUR,1.1027,1010704.67,SME,Technology,Asia,Brazil,Sao Paulo,670,Failed,842,Analyst,0.305,0,Approved,2026-05-16,2027-05-15,0.082,Property,Short-term,Business Expansion
1232,2026-05-16,2646,2768967,Payment,328510.36,JPY,1.0595,348056.73,Retail,Finance,North America,USA,Sao Paulo,842,Pending,441,Manager,0.668,0,Rejected,2026-05-17,2027-05-16,0.022,Bonds,Long-term,Business Expansion
1233,2026-05-17,1918,9370043,Transfer,372710.17,USD,0.5145,191759.38,SME,Technology,Europe,Germany,Tokyo,788,Failed,864,Associate,0.954,1,Approved,2026-05-18,2027-05-17,0.099,Stocks,Revolving,Equipment Purchase
1234,2026-05-18,3797,1279215,Transfer,760063.83,EUR,0.5809,441521.08,SME,Healthcare,North America,USA,Tokyo,189,Failed,778,Associate,0.329,1,Pending,2026-05-19,2027-05-18,0.039,None,Installment,Business Expansion
1235,2026-05-19,3410,3843236,Payment,339484.66,JPY,1.0772,365692.88,SME,Technology,Europe,Germany,Berlin,381,Failed,653,Analyst,0.408,1,Approved,2026-05-20,2027-05-19,0.093,Property,Installment,Equipment Purchase
1236,2026-05-20,2774,8379933,Deposit,952110.38,JPY,1.4362,1367420.93,Corporate,Technology,South America,Germany,New York,647,Completed,348,Associate,0.771,0,Approved,2026-05-21,2027-05-20,0.027,Bonds,Revolving,Debt Refinancing
1237,2026-05-21,2531,9661957,Withdrawal,738189.84,USD,1.3667,1008884.05,SME,Healthcare,Europe,Germany,New York,270,Pending,859,Director,0.432,1,Approved,2026-05-22,2027-05-21,0.027,Property,Installment,Equipment Purchase
1238,2026-05-22,4345,7153973,Withdrawal,597831.81,GBP,1.4826,886345.44,Retail,Healthcare,Asia,Japan,Sao Paulo,737,Failed,479,Director,0.926,0,Rejected,2026-05-23,2027-05-22,0.061,Stocks,Revolving,Working Capital
1239,2026-05-23,4577,7035218,Withdrawal,881014.27,JPY,1.0278,905506.47,SME,Manufacturing,Asia,Germany,New York,910,Pending,897,Analyst,0.503,1,Approved,2026-05-24,2027-05-23,0.015,Bonds,Installment,Equipment Purchase
1240,2026-05-24,3853,2960584,Payment,50556.3,JPY,1.2879,65111.46,SME,Technology,North America,USA,Tokyo,454,Pending,631,Director,0.348,1,Pending,2026-05-25,2027-05-24,0.082,Bonds,Installment,Equipment Purchase
1241,2026-05-25,3786,7223754,Transfer,257805.63,JPY,1.3404,345562.67,Retail,Healthcare,Europe,Germany,Berlin,303,Failed,993,Analyst,0.972,1,Pending,2026-05-26,2027-05-25,0.05,Bonds,Installment,Business Expansion
1242,2026-05-26,2906,6585709,Withdrawal,465571.3,GBP,1.148,534475.85,Retail,Healthcare,South America,USA,Berlin,388,Failed,963,Director,0.426,1,Pending,2026-05-27,2027-05-26,0.073,Stocks,Installment,Equipment Purchase
1243,2026-05-27,4086,1578688,Transfer,227751.56,GBP,0.8387,191015.23,Corporate,Manufacturing,South America,Germany,Tokyo,967,Completed,480,Analyst,0.231,0,Approved,2026-05-28,2027-05-27,0.026,Bonds,Revolving,Working Capital
1244,2026-05-28,2215,5226156,Withdrawal,744161.28,USD,0.97,721836.44,Corporate,Finance,Asia,Germany,Berlin,561,Pending,141,Analyst,0.178,1,Pending,2026-05-29,2027-05-28,0.068,None,Long-term,Equipment Purchase
1245,2026-05-29,2654,6755892,Withdrawal,919288.82,EUR,1.3579,1248302.29,Corporate,Healthcare,South America,Japan,Sao Paulo,708,Failed,444,Associate,0.995,1,Rejected,2026-05-30,2027-05-29,0.063,Stocks,Installment,Equipment Purchase
1246,2026-05-30,1484,8983372,Payment,424346.35,GBP,0.7985,338840.56,Corporate,Healthcare,Asia,USA,Berlin,849,Failed,698,Associate,0.753,1,Pending,2026-05-31,2027-05-30,0.078,None,Revolving,Debt Refinancing
1247,2026-05-31,3075,9127747,Deposit,342790.47,EUR,1.4237,488030.79,Retail,Technology,Asia,Germany,New York,272,Pending,360,Analyst,0.409,1,Approved,2026-06-01,2027-05-31,0.037,None,Revolving,Equipment Purchase
1248,2026-06-01,1713,5227995,Payment,961589.18,EUR,0.7298,701767.78,SME,Manufacturing,Asia,Germany,Berlin,400,Failed,405,Associate,0.826,0,Pending,2026-06-02,2027-06-01,0.094,Stocks,Revolving,Equipment Purchase
1249,2026-06-02,2062,8337694,Withdrawal,445407.58,GBP,1.2495,556536.77,SME,Technology,North America,USA,Berlin,699,Pending,908,Associate,0.547,0,Approved,2026-06-03,2027-06-02,0.097,Property,Long-term,Equipment Purchase
1250,2026-06-03,2976,9921334,Withdrawal,489559.35,JPY,1.1306,553495.8,SME,Finance,North America,Germany,Tokyo,962,Failed,961,Manager,0.317,1,Approved,2026-06-04,2027-06-03,0.088,None,Short-term,Working Capital
1251,2026-06-04,2296,4952255,Deposit,352298.22,USD,1.2496,440231.86,Corporate,Manufacturing,Asia,Brazil,Tokyo,628,Pending,339,Director,0.743,0,Pending,2026-06-05,2027-06-04,0.061,Stocks,Revolving,Business Expansion
1252,2026-06-05,2254,4817242,Transfer,909638.92,EUR,0.9373,852604.56,Retail,Technology,Asia,Japan,New York,239,Failed,778,Associate,0.746,1,Rejected,2026-06-06,2027-06-05,0.048,None,Revolving,Debt Refinancing
1253,2026-06-06,3133,5990488,Transfer,569386.53,JPY,1.4326,815703.14,Retail,Healthcare,Asia,USA,Tokyo,865,Failed,412,Analyst,0.5,0,Rejected,2026-06-07,2027-06-06,0.015,Bonds,Revolving,Debt Refinancing
1254,2026-06-07,4545,1239968,Withdrawal,762412.41,GBP,1.1325,863432.05,Retail,Healthcare,South America,Japan,New York,377,Completed,830,Manager,0.045,1,Pending,2026-06-08,2027-06-07,0.095,None,Long-term,Equipment Purchase
1255,2026-06-08,1125,9677571,Transfer,811994.91,EUR,0.7883,640095.59,SME,Manufacturing,Asia,Brazil,Sao Paulo,762,Pending,540,Manager,0.077,0,Approved,2026-06-09,2027-06-08,0.096,None,Installment,Equipment Purchase
1256,2026-06-09,3859,3592536,Withdrawal,342507.19,EUR,1.1385,389944.44,Corporate,Healthcare,Asia,Brazil,New York,610,Completed,232,Associate,0.789,0,Pending,2026-06-10,2027-06-09,0.012,None,Long-term,Business Expansion
1257,2026-06-10,1536,6504381,Deposit,434260.64,EUR,0.7868,341676.27,Retail,Technology,Europe,Brazil,Berlin,445,Failed,818,Analyst,0.823,0,Approved,2026-06-11,2027-06-10,0.042,Bonds,Revolving,Equipment Purchase
1258,2026-06-11,3192,1519165,Deposit,848623.3,JPY,0.7936,673467.45,Corporate,Manufacturing,Europe,USA,New York,945,Pending,150,Analyst,0.678,0,Approved,2026-06-12,2027-06-11,0.089,None,Short-term,Working Capital
1259,2026-06-12,4596,5414084,Withdrawal,363892.1,JPY,0.8996,327357.33,Retail,Healthcare,Europe,Brazil,Sao Paulo,239,Pending,717,Analyst,0.839,0,Approved,2026-06-13,2027-06-12,0.017,Stocks,Revolving,Business Expansion
1260,2026-06-13,4283,4440866,Deposit,794141.2,JPY,1.3524,1073996.56,Corporate,Healthcare,Europe,USA,Berlin,213,Failed,491,Analyst,0.719,1,Rejected,2026-06-14,2027-06-13,0.028,None,Installment,Equipment Purchase
1261,2026-06-14,3072,4878363,Payment,941051.33,EUR,1.0003,941333.65,Retail,Finance,Asia,USA,New York,679,Failed,795,Analyst,0.897,0,Rejected,2026-06-15,2027-06-14,0.098,Stocks,Short-term,Business Expansion
1262,2026-06-15,2603,2027557,Payment,623587.16,EUR,1.1789,735146.9,Corporate,Finance,Europe,Germany,Tokyo,606,Failed,812,Director,0.15,1,Pending,2026-06-16,2027-06-15,0.086,None,Short-term,Debt Refinancing
1263,2026-06-16,4465,8435697,Deposit,741885.66,USD,0.892,661762.01,Retail,Manufacturing,South America,USA,Tokyo,465,Failed,622,Analyst,0.388,1,Rejected,2026-06-17,2027-06-16,0.092,None,Long-term,Equipment Purchase
1264,2026-06-17,1066,6898885,Withdrawal,805292.21,USD,0.7636,614921.13,Retail,Finance,South America,Brazil,Tokyo,790,Pending,865,Analyst,0.464,1,Approved,2026-06-18,2027-06-17,0.023,None,Long-term,Business Expansion
1265,2026-06-18,1232,8601723,Withdrawal,845194.61,JPY,1.4546,1229420.08,Corporate,Technology,Europe,USA,New York,736,Completed,607,Director,0.298,1,Approved,2026-06-19,2027-06-18,0.029,Property,Installment,Business Expansion
1266,2026-06-19,3156,8946155,Deposit,395658.28,JPY,1.1036,436648.48,Corporate,Healthcare,North America,USA,New York,496,Pending,761,Associate,0.725,1,Pending,2026-06-20,2027-06-19,0.064,Property,Long-term,Equipment Purchase
1267,2026-06-20,2169,6688238,Transfer,52212.2,GBP,1.434,74872.29,SME,Healthcare,South America,Japan,Sao Paulo,924,Pending,453,Manager,0.912,1,Approved,2026-06-21,2027-06-20,0.055,Bonds,Installment,Business Expansion
1268,2026-06-21,3158,7703560,Payment,402474.39,JPY,0.7034,283100.49,Corporate,Healthcare,South America,Brazil,Berlin,922,Pending,966,Director,0.412,1,Pending,2026-06-22,2027-06-21,0.037,Stocks,Short-term,Equipment Purchase
1269,2026-06-22,3275,2785559,Transfer,674082.47,USD,0.6469,436063.95,Retail,Manufacturing,Europe,USA,Berlin,949,Pending,494,Manager,0.942,1,Pending,2026-06-23,2027-06-22,0.09,Bonds,Short-term,Equipment Purchase
1270,2026-06-23,1110,9697057,Withdrawal,450900.04,USD,1.3558,611330.27,Retail,Manufacturing,Europe,Germany,Berlin,974,Failed,195,Manager,0.517,1,Approved,2026-06-24,2027-06-23,0.091,Stocks,Short-term,Working Capital
1271,2026-06-24,2493,1533634,Withdrawal,749214.19,USD,1.1809,884747.04,Corporate,Finance,Asia,USA,Berlin,969,Completed,205,Director,0.523,1,Rejected,2026-06-25,2027-06-24,0.036,Bonds,Installment,Working Capital
1272,2026-06-25,3081,4932747,Transfer,357625.45,EUR,0.6866,245545.63,SME,Healthcare,South America,USA,New York,844,Pending,754,Analyst,0.6,1,Approved,2026-06-26,2027-06-25,0.024,Bonds,Long-term,Business Expansion
1273,2026-06-26,1622,9578845,Deposit,635109.4,EUR,0.7694,488653.17,Corporate,Healthcare,Europe,Japan,New York,758,Pending,777,Manager,0.268,0,Approved,2026-06-27,2027-06-26,0.023,None,Long-term,Business Expansion
1274,2026-06-27,4847,9102873,Transfer,187233.39,JPY,1.3007,243534.47,Retail,Healthcare,Europe,Brazil,Sao Paulo,210,Completed,612,Analyst,0.383,1,Pending,2026-06-28,2027-06-27,0.054,None,Long-term,Business Expansion
1275,2026-06-28,4440,5623636,Transfer,749620.07,GBP,0.9539,715062.58,Retail,Healthcare,Asia,Brazil,Berlin,974,Failed,657,Associate,0.553,1,Rejected,2026-06-29,2027-06-28,0.022,None,Revolving,Debt Refinancing
1276,2026-06-29,3795,8556855,Payment,546150.27,GBP,1.1705,639268.89,SME,Healthcare,South America,Germany,New York,457,Pending,341,Director,0.942,1,Pending,2026-06-30,2027-06-29,0.053,None,Short-term,Equipment Purchase
1277,2026-06-30,3642,6334233,Payment,204860.32,GBP,0.8184,167657.69,Corporate,Technology,Europe,Germany,New York,337,Failed,955,Manager,0.643,0,Approved,2026-07-01,2027-06-30,0.052,None,Short-term,Equipment Purchase
1278,2026-07-01,4625,2406368,Transfer,292619.26,EUR,0.8812,257856.09,Retail,Healthcare,Asia,Germany,New York,102,Pending,587,Analyst,0.333,0,Pending,2026-07-02,2027-07-01,0.09,Bonds,Revolving,Debt Refinancing
1279,2026-07-02,3472,7841300,Transfer,748860.1,USD,1.4907,1116325.75,Retail,Technology,Europe,USA,New York,822,Pending,889,Manager,0.01,1,Pending,2026-07-03,2027-07-02,0.037,Stocks,Short-term,Debt Refinancing
1280,2026-07-03,3660,6785267,Withdrawal,483118.63,USD,0.7476,361179.49,Retail,Healthcare,North America,USA,Berlin,503,Completed,614,Associate,0.982,0,Approved,2026-07-04,2027-07-03,0.06,Property,Short-term,Business Expansion
1281,2026-07-04,2541,2224744,Payment,216815.41,EUR,1.0065,218224.71,Corporate,Manufacturing,North America,Germany,Berlin,124,Completed,753,Associate,0.493,0,Pending,2026-07-05,2027-07-04,0.077,Property,Revolving,Equipment Purchase
1282,2026-07-05,3739,6970226,Payment,967303.92,GBP,1.3444,1300443.39,Corporate,Manufacturing,Europe,Brazil,New York,942,Failed,997,Manager,0.938,1,Approved,2026-07-06,2027-07-05,0.064,Stocks,Short-term,Working Capital
1283,2026-07-06,2305,5862894,Withdrawal,715409.89,GBP,0.7392,528830.99,SME,Technology,South America,Brazil,Tokyo,608,Pending,160,Director,0.549,1,Pending,2026-07-07,2027-07-06,0.096,Property,Long-term,Working Capital
1284,2026-07-07,4391,3131018,Deposit,957177.7,JPY,0.9152,876009.03,Retail,Healthcare,North America,Germany,Sao Paulo,795,Failed,515,Associate,0.605,0,Rejected,2026-07-08,2027-07-07,0.064,Bonds,Revolving,Debt Refinancing
1285,2026-07-08,2761,9210710,Payment,427677.94,JPY,1.1151,476903.67,Retail,Manufacturing,Asia,Japan,Berlin,564,Completed,393,Analyst,0.712,0,Approved,2026-07-09,2027-07-08,0.091,Stocks,Short-term,Debt Refinancing
1286,2026-07-09,4514,4489429,Payment,475625.24,GBP,0.9812,466683.49,SME,Manufacturing,Europe,Brazil,Berlin,160,Completed,836,Associate,0.321,1,Rejected,2026-07-10,2027-07-09,0.032,Stocks,Long-term,Equipment Purchase
1287,2026-07-10,2975,7888260,Deposit,898057.26,EUR,0.9595,861685.94,Retail,Healthcare,Asia,Brazil,Tokyo,607,Completed,401,Analyst,0.699,1,Pending,2026-07-11,2027-07-10,0.06,Property,Installment,Equipment Purchase
1288,2026-07-11,3362,7478443,Payment,525524.29,GBP,0.8625,453264.7,SME,Healthcare,North America,Germany,Berlin,222,Completed,269,Manager,0.527,1,Rejected,2026-07-12,2027-07-11,0.059,Property,Short-term,Working Capital
1289,2026-07-12,1876,1294746,Payment,707571.63,JPY,1.0866,768847.33,SME,Manufacturing,South America,Brazil,Tokyo,596,Completed,745,Analyst,0.672,1,Rejected,2026-07-13,2027-07-12,0.099,Bonds,Revolving,Equipment Purchase
1290,2026-07-13,2989,6710754,Deposit,252920.7,GBP,1.1244,284384.04,Retail,Healthcare,Asia,USA,Tokyo,154,Failed,140,Manager,0.836,1,Rejected,2026-07-14,2027-07-13,0.028,None,Long-term,Business Expansion
1291,2026-07-14,4812,6432019,Deposit,447279.74,EUR,1.1533,515847.72,Corporate,Finance,North America,USA,New York,262,Failed,330,Associate,0.184,1,Pending,2026-07-15,2027-07-14,0.023,Stocks,Installment,Debt Refinancing
1292,2026-07-15,4448,5352892,Transfer,124326.42,USD,0.5704,70915.79,Corporate,Healthcare,North America,Brazil,Berlin,798,Completed,508,Director,0.614,0,Approved,2026-07-16,2027-07-15,0.065,None,Installment,Working Capital
1293,2026-07-16,2312,2702159,Withdrawal,206774.06,EUR,1.131,233861.46,Corporate,Manufacturing,North America,USA,Sao Paulo,138,Pending,837,Associate,0.052,1,Pending,2026-07-17,2027-07-16,0.03,Property,Short-term,Working Capital
1294,2026-07-17,2460,4757985,Withdrawal,1942.47,EUR,1.4532,2822.8,Corporate,Manufacturing,Asia,Japan,Tokyo,796,Pending,750,Associate,0.102,1,Pending,2026-07-18,2027-07-17,0.068,Stocks,Installment,Business Expansion
1295,2026-07-18,3709,4802177,Deposit,40225.79,JPY,1.041,41875.05,Retail,Technology,North America,Brazil,Sao Paulo,182,Pending,721,Associate,0.675,0,Pending,2026-07-19,2027-07-18,0.098,None,Revolving,Equipment Purchase
1296,2026-07-19,3324,9512558,Deposit,977306.54,EUR,1.2153,1187720.64,SME,Finance,Europe,Germany,New York,806,Pending,396,Associate,0.071,1,Approved,2026-07-20,2027-07-19,0.095,Bonds,Installment,Equipment Purchase
1297,2026-07-20,2733,2153224,Payment,243111.34,EUR,1.0567,256895.75,SME,Manufacturing,North America,USA,Berlin,645,Pending,554,Director,0.595,1,Pending,2026-07-21,2027-07-20,0.031,Bonds,Short-term,Debt Refinancing
